,z,t,theta_train,psi_train
0,50.0,0.1,0.41,-0.174
1,50.0,0.2,0.4099,-0.347
2,50.0,0.3,0.4098,-0.517
3,50.0,0.4,0.4097,-0.683
4,50.0,0.5,0.4097,-0.845
5,50.0,0.6,0.4096,-1.0
6,50.0,0.7,0.4095,-1.155
7,50.0,0.8,0.4094,-1.304
8,50.0,0.9,0.4093,-1.452
9,50.0,1.0,0.4092,-1.594
10,50.0,1.1,0.4092,-1.737
11,50.0,1.2,0.4091,-1.872
12,50.0,1.3,0.409,-2.007
13,50.0,1.4,0.4089,-2.142
14,50.0,1.5,0.4088,-2.273
15,50.0,1.6,0.4087,-2.397
16,50.0,1.7,0.4086,-2.523
17,50.0,1.8,0.4085,-2.649
18,50.0,1.9,0.4084,-2.773
19,50.0,2.0,0.4084,-2.893
20,50.0,2.1,0.4083,-3.008
21,50.0,2.2,0.4082,-3.123
22,50.0,2.3,0.4081,-3.239
23,50.0,2.4,0.408,-3.355
24,50.0,2.5,0.4079,-3.469
25,50.0,2.6,0.4078,-3.581
26,50.0,2.7,0.4078,-3.686
27,50.0,2.8,0.4077,-3.791
28,50.0,2.9,0.4076,-3.896
29,50.0,3.0,0.4075,-4.001
30,50.0,3.1,0.4074,-4.107
31,50.0,3.2,0.4073,-4.212
32,50.0,3.3,0.4072,-4.316
33,50.0,3.4,0.4072,-4.417
34,50.0,3.5,0.4071,-4.516
35,50.0,3.6,0.407,-4.612
36,50.0,3.7,0.4069,-4.706
37,50.0,3.8,0.4068,-4.8
38,50.0,3.9,0.4068,-4.895
39,50.0,4.0,0.4067,-4.99
40,50.0,4.1,0.4066,-5.085
41,50.0,4.2,0.4065,-5.179
42,50.0,4.3,0.4064,-5.273
43,50.0,4.4,0.4064,-5.365
44,50.0,4.5,0.4063,-5.455
45,50.0,4.6,0.4062,-5.545
46,50.0,4.7,0.4061,-5.633
47,50.0,4.8,0.4061,-5.719
48,50.0,4.9,0.406,-5.804
49,50.0,5.0,0.4059,-5.887
50,50.0,5.1,0.4058,-5.97
51,50.0,5.2,0.4058,-6.054
52,50.0,5.3,0.4057,-6.137
53,50.0,5.4,0.4056,-6.221
54,50.0,5.5,0.4055,-6.303
55,50.0,5.6,0.4055,-6.386
56,50.0,5.7,0.4054,-6.468
57,50.0,5.8,0.4053,-6.549
58,50.0,5.9,0.4052,-6.63
59,50.0,6.0,0.4052,-6.71
60,50.0,6.1,0.4051,-6.79
61,50.0,6.2,0.405,-6.868
62,50.0,6.3,0.405,-6.946
63,50.0,6.4,0.4049,-7.023
64,50.0,6.5,0.4048,-7.099
65,50.0,6.6,0.4048,-7.174
66,50.0,6.7,0.4047,-7.248
67,50.0,6.8,0.4046,-7.321
68,50.0,6.9,0.4046,-7.393
69,50.0,7.0,0.4045,-7.464
70,50.0,7.1,0.4044,-7.535
71,50.0,7.2,0.4044,-7.607
72,50.0,7.3,0.4043,-7.678
73,50.0,7.4,0.4042,-7.748
74,50.0,7.5,0.4042,-7.819
75,50.0,7.6,0.4041,-7.89
76,50.0,7.7,0.404,-7.961
77,50.0,7.8,0.404,-8.031
78,50.0,7.9,0.4039,-8.101
79,50.0,8.0,0.4038,-8.171
80,50.0,8.1,0.4038,-8.24
81,50.0,8.2,0.4037,-8.309
82,50.0,8.3,0.4036,-8.378
83,50.0,8.4,0.4036,-8.446
84,50.0,8.5,0.4035,-8.513
85,50.0,8.6,0.4034,-8.58
86,50.0,8.7,0.4034,-8.647
87,50.0,8.8,0.4033,-8.713
88,50.0,8.9,0.4033,-8.779
89,50.0,9.0,0.4032,-8.845
90,50.0,9.1,0.4031,-8.91
91,50.0,9.2,0.4031,-8.974
92,50.0,9.3,0.403,-9.039
93,50.0,9.4,0.4029,-9.103
94,50.0,9.5,0.4029,-9.166
95,50.0,9.6,0.4028,-9.23
96,50.0,9.7,0.4028,-9.292
97,50.0,9.8,0.4027,-9.354
98,50.0,9.9,0.4026,-9.415
99,50.0,10.0,0.4026,-9.477
100,50.0,10.1,0.4025,-9.538
101,50.0,10.2,0.4025,-9.599
102,50.0,10.3,0.4024,-9.66
103,50.0,10.4,0.4023,-9.721
104,50.0,10.5,0.4023,-9.782
105,50.0,10.6,0.4022,-9.843
106,50.0,10.7,0.4022,-9.904
107,50.0,10.8,0.4021,-9.965
108,50.0,10.9,0.4021,-10.025
109,50.0,11.0,0.402,-10.085
110,50.0,11.1,0.4019,-10.145
111,50.0,11.2,0.4019,-10.205
112,50.0,11.3,0.4018,-10.265
113,50.0,11.4,0.4018,-10.325
114,50.0,11.5,0.4017,-10.384
115,50.0,11.6,0.4016,-10.444
116,50.0,11.7,0.4016,-10.503
117,50.0,11.8,0.4015,-10.562
118,50.0,11.9,0.4015,-10.621
119,50.0,12.0,0.4014,-10.68
120,50.0,12.1,0.4014,-10.738
121,50.0,12.2,0.4013,-10.797
122,50.0,12.3,0.4012,-10.855
123,50.0,12.4,0.4012,-10.913
124,50.0,12.5,0.4011,-10.971
125,50.0,12.6,0.4011,-11.028
126,50.0,12.7,0.401,-11.085
127,50.0,12.8,0.401,-11.142
128,50.0,12.9,0.4009,-11.198
129,50.0,13.0,0.4009,-11.253
130,50.0,13.1,0.4008,-11.308
131,50.0,13.2,0.4007,-11.362
132,50.0,13.3,0.4007,-11.416
133,50.0,13.4,0.4006,-11.469
134,50.0,13.5,0.4006,-11.522
135,50.0,13.6,0.4005,-11.574
136,50.0,13.7,0.4005,-11.626
137,50.0,13.8,0.4004,-11.677
138,50.0,13.9,0.4004,-11.728
139,50.0,14.0,0.4003,-11.779
140,50.0,14.1,0.4003,-11.829
141,50.0,14.2,0.4002,-11.88
142,50.0,14.3,0.4002,-11.93
143,50.0,14.4,0.4001,-11.981
144,50.0,14.5,0.4001,-12.031
145,50.0,14.6,0.4,-12.081
146,50.0,14.7,0.4,-12.132
147,50.0,14.8,0.3999,-12.182
148,50.0,14.9,0.3999,-12.232
149,50.0,15.0,0.3998,-12.283
150,50.0,15.1,0.3998,-12.333
151,50.0,15.2,0.3997,-12.383
152,50.0,15.3,0.3997,-12.434
153,50.0,15.4,0.3996,-12.484
154,50.0,15.5,0.3996,-12.534
155,50.0,15.6,0.3995,-12.584
156,50.0,15.7,0.3995,-12.634
157,50.0,15.8,0.3994,-12.683
158,50.0,15.9,0.3994,-12.732
159,50.0,16.0,0.3993,-12.781
160,50.0,16.1,0.3993,-12.831
161,50.0,16.2,0.3992,-12.879
162,50.0,16.3,0.3992,-12.928
163,50.0,16.4,0.3991,-12.976
164,50.0,16.5,0.3991,-13.024
165,50.0,16.6,0.399,-13.072
166,50.0,16.7,0.399,-13.119
167,50.0,16.8,0.3989,-13.167
168,50.0,16.9,0.3989,-13.214
169,50.0,17.0,0.3989,-13.261
170,50.0,17.1,0.3988,-13.308
171,50.0,17.2,0.3988,-13.354
172,50.0,17.3,0.3987,-13.401
173,50.0,17.4,0.3987,-13.447
174,50.0,17.5,0.3986,-13.493
175,50.0,17.6,0.3986,-13.539
176,50.0,17.7,0.3985,-13.585
177,50.0,17.8,0.3985,-13.63
178,50.0,17.9,0.3984,-13.676
179,50.0,18.0,0.3984,-13.721
180,50.0,18.1,0.3983,-13.766
181,50.0,18.2,0.3983,-13.811
182,50.0,18.3,0.3983,-13.856
183,50.0,18.4,0.3982,-13.9
184,50.0,18.5,0.3982,-13.945
185,50.0,18.6,0.3981,-13.989
186,50.0,18.7,0.3981,-14.033
187,50.0,18.8,0.398,-14.077
188,50.0,18.9,0.398,-14.121
189,50.0,19.0,0.3979,-14.164
190,50.0,19.1,0.3979,-14.208
191,50.0,19.2,0.3979,-14.251
192,50.0,19.3,0.3978,-14.294
193,50.0,19.4,0.3978,-14.336
194,50.0,19.5,0.3977,-14.379
195,50.0,19.6,0.3977,-14.421
196,50.0,19.7,0.3976,-14.463
197,50.0,19.8,0.3976,-14.504
198,50.0,19.9,0.3976,-14.546
199,50.0,20.0,0.3975,-14.587
200,50.0,20.1,0.3975,-14.628
201,50.0,20.2,0.3974,-14.668
202,50.0,20.3,0.3974,-14.708
203,50.0,20.4,0.3974,-14.748
204,50.0,20.5,0.3973,-14.788
205,50.0,20.6,0.3973,-14.828
206,50.0,20.7,0.3972,-14.867
207,50.0,20.8,0.3972,-14.906
208,50.0,20.9,0.3972,-14.945
209,50.0,21.0,0.3971,-14.985
210,50.0,21.1,0.3971,-15.023
211,50.0,21.2,0.397,-15.062
212,50.0,21.3,0.397,-15.101
213,50.0,21.4,0.397,-15.14
214,50.0,21.5,0.3969,-15.178
215,50.0,21.6,0.3969,-15.217
216,50.0,21.7,0.3968,-15.255
217,50.0,21.8,0.3968,-15.293
218,50.0,21.9,0.3968,-15.332
219,50.0,22.0,0.3967,-15.37
220,50.0,22.1,0.3967,-15.408
221,50.0,22.2,0.3967,-15.446
222,50.0,22.3,0.3966,-15.483
223,50.0,22.4,0.3966,-15.521
224,50.0,22.5,0.3965,-15.559
225,50.0,22.6,0.3965,-15.597
226,50.0,22.7,0.3965,-15.634
227,50.0,22.8,0.3964,-15.672
228,50.0,22.9,0.3964,-15.709
229,50.0,23.0,0.3964,-15.746
230,50.0,23.1,0.3963,-15.784
231,50.0,23.2,0.3963,-15.821
232,50.0,23.3,0.3962,-15.858
233,50.0,23.4,0.3962,-15.895
234,50.0,23.5,0.3962,-15.932
235,50.0,23.6,0.3961,-15.969
236,50.0,23.7,0.3961,-16.005
237,50.0,23.8,0.3961,-16.042
238,50.0,23.9,0.396,-16.078
239,50.0,24.0,0.396,-16.115
240,50.0,24.1,0.3959,-16.151
241,50.0,24.2,0.3959,-16.187
242,50.0,24.3,0.3959,-16.223
243,50.0,24.4,0.3958,-16.259
244,50.0,24.5,0.3958,-16.295
245,50.0,24.6,0.3958,-16.33
246,50.0,24.7,0.3957,-16.366
247,50.0,24.8,0.3957,-16.401
248,50.0,24.9,0.3957,-16.437
249,50.0,25.0,0.3956,-16.472
250,50.0,25.1,0.3956,-16.507
251,50.0,25.2,0.3955,-16.542
252,50.0,25.3,0.3955,-16.577
253,50.0,25.4,0.3955,-16.612
254,50.0,25.5,0.3954,-16.646
255,50.0,25.6,0.3954,-16.681
256,50.0,25.7,0.3954,-16.715
257,50.0,25.8,0.3953,-16.749
258,50.0,25.9,0.3953,-16.784
259,50.0,26.0,0.3953,-16.818
260,50.0,26.1,0.3952,-16.852
261,50.0,26.2,0.3952,-16.886
262,50.0,26.3,0.3952,-16.919
263,50.0,26.4,0.3951,-16.953
264,50.0,26.5,0.3951,-16.986
265,50.0,26.6,0.3951,-17.02
266,50.0,26.7,0.395,-17.053
267,50.0,26.8,0.395,-17.087
268,50.0,26.9,0.395,-17.12
269,50.0,27.0,0.3949,-17.153
270,50.0,27.1,0.3949,-17.186
271,50.0,27.2,0.3949,-17.219
272,50.0,27.3,0.3948,-17.252
273,50.0,27.4,0.3948,-17.284
274,50.0,27.5,0.3948,-17.316
275,50.0,27.6,0.3947,-17.349
